YEAR,CMTE_ID,TOTAL_TRANSACTIONS,CMTE_NAME
2006,C00103143,2000,AMERICAN INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE
2006,C00097485,2000,MERCK & CO. INC. EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)
2006,C00349225,2000,SPINE PAC OF THE NATIONAL ASSOCIATION OF SPINE SPECIALISTS
2006,C00348938,2000,ACE INA POLITICAL ACTION COMMITTEE
2006,C00034173,2000,AMT - ASSOCIATION FOR MANUFACTURING TECHNOLOGY MACHINE TOOLPAC
2006,C00233304,2000,NATIONAL ASSOCIATION OF INDUSTRIAL AND OFFICE PROPERTIES DEVELOPMENT PAC (NAIOP-PAC)
2006,C00102160,2000,NORTHEAST UTILITIES EMPLOYEES' POLITICAL ACTION COMMITTEE-FEDERAL
2006,C00409714,2000,FINANCIAL SERVICES INSTITUTE PAC
2006,C00344127,2000,CERIDIAN CORPORATION POLITICAL ACTION COMMITTEE
2006,C00091884,2000,PROGRESS ENERGY EMPLOYEES' FEDERAL PAC
2006,C00412098,2000,ASSOCIATION OF KENTUCKY FRIED CHICKEN FRANCHISEES INC POLITICAL ACTION COMMITTEE AKFCF PAC
2006,C00389239,2000,NETHERCUTT FOR SENATE
2006,C00340356,2000,ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLOTICAL ACTION COMMITTEE
2006,C00413955,2000,AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS POLITICAL ACTION COMMITTEE (NEUROSURGERYPAC)
2006,C00336842,2000,FAMILY PAC
2006,C00004812,2000,MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE
2006,C00004101,2000,NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE
2006,C00114025,2000,NATIONAL READY MIXED CONCRETE ASSN. PAC (CONCRETEPAC)
2006,C00115972,2000,NICKLES GROUP PAC
2006,C00120238,2000,AMERICAN MOTORCYCLIST POLITICAL ACTION COMMITTEE
2006,C00354290,2000,AMERICAN FAMILY MUTUAL INSURANCE COMPANY FEDERAL PAC (AMFAM PAC)
2006,C00398248,2000,MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE
2006,C00024869,2000,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE
2006,C00043489,2000,BANK OF AMERICA CORPORATION STATE AND FEDERAL POLITICAL ACTION COMMITTEE
2006,C00402263,2000,SHPS INC PAC
2006,C00382036,2000,DEMOCRACY BELIEVERS POLITICAL ACTION COMMITTEE (DB PAC)
2006,C00380550,2000,FMR CORP. POLITICAL ACTION COMMITTEE - FEDERAL
2006,C00379768,2000,EXPERIAN NORTH AMERICA INC. POLITICAL ACTION COMMITTEE (EXPERIAN PAC)
2006,C00072025,2000,NATIONAL RURAL LETTER CARRIERS' ASSOCIATION POLITICAL ACTION COMMITTEE
2006,C00074096,2000,PAC OF EMPLOYEES OF DOW CHEMICAL (PACE)
2006,C00327437,2000,"CHANGING TIDE (TIDE), THE"
2006,C00365171,2000,NUCLEAR MANAGEMENT COMPANY POLITICAL ACTION COMMITTEE (NMCPAC)
2006,C00076588,2000,"CF INDUSTRIES, INC. EMPLOYEES' GOOD GOVERNMENT FUND"
2006,C00364117,2000,PUTNAM FOR CONGRESS
2006,C00402743,2000,HEALTH SAVINGS ACCOUNTS POLITICAL ACTION COMMITTEE INC
2006,C00081547,2000,DTE ENERGY CO. PAC - FEDERAL
2006,C00082792,2000,ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE
2006,C00360008,2000,NATIONAL THOROUGHBRED RACING ASSOCIATION POLITICAL ACTION COMMITTEE/HORSE PAC
2006,C00021972,2000,PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA BETTER GOVERNMENT COMMITTEE
2006,C00084491,2000,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC.
2006,C00390583,2000,BROWNSTEIN HYATT AND FARBER P C POLITICAL ACTION COMMITTEE
2006,C00405241,2000,LIFETOUCH INC POLITICAL ACTION COMMITTEE
2006,C00355461,2000,CANTOR FOR CONGRESS
2006,C00390831,2000,JOHN S FUND
2006,C00100107,2000,AMERICAN BEVERAGE ASSOCIATION POLITICAL ACTION COMMITTEE  (AKA AMERICAN BEVERAGE PAC)
2006,C00285098,2000,BIG TENT PAC
2006,C00274431,2000,UNITEDHEALTH GROUP INCORPORATED PAC (UNITED FOR HEALTH)
2006,C00282731,2000,COUNTRYWIDE FINANCIAL CORPORATION PAC
2006,C00241380,2000,ARENT FOX PLLC PAC (AFPAC)
2006,C00177469,2000,PG&E CORPORATION EMPLOYEES ENERGYPAC
2006,C00244863,2000,NATIONAL ROOFING CONTRACTORS ASSOCIATION (ROOFPAC)
2006,C00249342,2000,AMERICAN SOCIETY OF PLASTIC SURGEONS
2006,C00273003,2000,AMERICAN ASSOCIATION OF CLINICAL UROLOGISTS POLITICAL ACTION COMMITTEE (UROPAC)
2006,C00164939,2000,MINN-DAK FARMERS COOPERATIVE POLITICAL ACTION COMMITTEE (MDFPAC)
2006,C00141218,2000,EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELONPAC)
2006,C00149104,2000,CHS INC. POLITICAL ACTION COMMITTEE
2006,C00220764,2000,VSS&P FEDPAC
2006,C00226548,2000,TXU CORP. POLITICAL ACTION COMMITTEE
2006,C00149013,2000,FULBRIGHT
2006,C00324483,2000,MIDAMERICAN ENERGY COMPANY EXECUTIVE PAC
2006,C00252338,2000,AMERICAN CHEMISTRY COUNCIL PAC
2006,C00236414,2000,AEGON USA INC POLITICAL ACTION COMMITTEE
2004,C00208090,2000,HASTERT FOR CONGRESS COMMITTEE
2004,C00266536,2000,PHILLIPS INTERNATIONAL INC POLITICAL ACTION COMMITTEE
2004,C00317511,2000,SUPERIOR CALIFORNIA FEDERAL LEADERSHIP FUND
2004,C00253153,2000,OUTBACK STEAKHOUSE INC POLITICAL ACTION COMMITTEE
2004,C00300178,2000,WACHOVIA CORPORATION EMPLOYEES GOOD GOVERNMENT FEDERAL FUND II
2004,C00255752,2000,AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE
2004,C00301366,2000,FREEDOM WORKS PAC
2004,C00303339,2000,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE"
2004,C00223297,2000,CHRISTOPHER COX CONGRESSIONAL COMMITTEE
2004,C00304634,2000,MINEPAC A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION
2004,C00254201,2000,NATIONAL ASSOCIATION OF MORTGAGE BROKERS PAC
2004,C00253971,2000,FRIENDS OF PHIL GRAMM PAC
2004,C00252866,2000,MBNA CORPORATION FEDERAL POLITICAL COMMITTEE
2004,C00305029,2000,ST JUDE MEDICAL INC POLITICAL ACTION COMMITTEE
2004,C00244129,2000,JIM RAMSTAD VOLUNTEER COMMITTEE
2004,C00238725,2000,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION POLITICAL ACTION COMMITTEE (AKA NATCA PAC)
2004,C00307769,2000,GUIDANT CORPORATION PAC
2004,C00100537,2000,BILL THOMAS CAMPAIGN COMMITTEE
2004,C00282160,2000,GUTKNECHT FOR U.S. CONGRESS COMMITTEE
2004,C00197095,2000,NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE
2004,C00029348,2000,AMERICAN FOREST & PAPER ASSOC PAC (AF&PAPAC) FKA FOREST INDUSTRIES PAC (FIPAC)
2004,C00076174,2000,NATIONWIDE POLITICAL PARTICIPATION COMMITTEE
2004,C00366781,2000,BUCKEYE STATE PAC
2004,C00040659,2000,NATIONAL ASSOCIATION OF FEDERAL CREDIT UNIONS POLITICAL ACTION COMMITTEE (NAFCUPAC)
2004,C00040550,2000,MERRILL LYNCH & CO. INC. POLITICAL ACTION COMMITTEE
2004,C00039131,2000,BOISE CASCADE POLITICAL FUND
2004,C00375378,2000,AMERICANS NATIONWIDE DEDICATED TO ELECTING REPUBLICANS
2004,C00038604,2000,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC
2004,C00034405,2000,INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE
2004,C00382036,2000,DEMOCRACY BELIEVERS POLITICAL ACTION COMMITTEE AKA DBPAC
2004,C00082040,2000,US CHAMBER OF COMMERCE PAC (NCAP)
2004,C00383521,2000,INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION POLITICAL ACTION COMMITTEE (IFDA PAC)
2004,C00018028,2000,PRINTING INDUSTRIES OF AMERICA
2004,C00384891,2000,NEW AMERICAN LEADERSHIP FUND
2004,C00009282,2000,NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND
2004,C00392134,2000,MAKING BUSINESS EXCEL POLITICAL ACTION COMMITTEE
2004,C00392548,2000,LEADERSHIP ENCOURAGING EXCELLENCE PAC
2004,C00003830,2000,J.P. MORGAN CHASE & CO. STATE AND FEDERAL POLITICAL ACTION COMMITTEE
2004,C00001875,2000,AMERICA'S COMMUNITY BANKERS COMMUNITY CAMPAIGN COMMITTEE
2004,C00356345,2000,E*TRADE FINANCIAL CORPORATION PAC
2004,C00082792,2000,ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE
2004,C00128231,2000,"ICE CREAM, MILK & CHEESE PAC"
2004,C00337295,2000,COMMON SENSE LEADERSHIP FUND (CSLF)
2004,C00142000,2000,OXLEY FOR CONGRESS
2004,C00340083,2000,DEAN FOODS COMPANY POLITICAL ACTION COMMITTEE
2004,C00141036,2000,NATIONAL CITY CORPORATION PAC (AKA NATIONAL CITY PAC OR NC PAC)
2004,C00129833,2000,WASHINGTON MUTUAL POLITICAL ACTION COMMITTEE (WMPAC)
2004,C00085316,2000,CIGNA CORPORATION POLITICAL ACTION COMMITTEE
2004,C00121301,2000,U.S. BANCORP PIPER JAFFRAY INC. FEDERAL PAC
2004,C00330076,2000,UNITED DEFENSE EMPLOYEES PAC
2004,C00144311,2000,"MAY DEPARTMENT STORES COMPANY POLITICAL ACTION COMMITTEE, THE"
2004,C00346536,2000,CLUB FOR GROWTH INC PAC
2004,C00097485,2000,MERCK PAC THE POLITICAL ACTION COMMITTEE FOR MERCK & CO INC
2004,C00090357,2000,LEWIS FOR CONGRESS COMMITTEE
2004,C00329425,2000,NATIONAL FRANCHISEE ASSOCIATION PAC (NFA-PAC)
2004,C00170258,2000,NAMIC PAC
2004,C00350744,2000,GOLDMAN SACHS GROUP INC POLITICAL ACTION COMMITTEE
2004,C00339473,2000,TAXPAYERS LEAGUE OF MINNESOTA LIBERTY FUND
2002,C00118208,2000,AMERICAN ROAD & TRANSPORTATION BUILDERS ASSOCIATION (ARTBA) - 525 PAC
2002,C00198309,2000,DICK ARMEY CAMPAIGN COMMITTEE
2002,C00311852,2000,FRIENDS OF JOHN PETERSON
2002,C00163832,2000,CSX CORPORATION GOOD GOVERNMENT FUND
2002,C00312579,2000,THE WASHINGTON FUND
2002,C00327874,2000,GREEN FOR CONGRESS
2002,C00122101,2000,SAFARI CLUB INTERNATIONAL POLITICAL ACTION COMMITTEE
2002,C00128231,2000,"ICE CREAM, MILK&CHEESE PAC-INTL ICE CREAM ASSN, MILK INDUSTRY FDTN &NATL CHEESE INSTITUTE"
2002,C00120030,2000,SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA
2002,C00173153,2000,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED FUND (CRNA-PAC)
2002,C00142000,2000,OXLEY FOR CONGRESS
2002,C00144311,2000,THE MAY DEPARTMENT STORES COMPANY POLITICAL ACTION COMMITTEE
2002,C00172635,2000,BASS BROTHERS ENTERPRISES INC POLITICAL ACTION COMMITTEE
2002,C00310532,2000,KAY GRANGER CAMPAIGN FUND
2002,C00265942,2000,MAC COLLINS FOR CONGRESS
2002,C00258855,2000,VOLUNTEERS FOR SHIMKUS
2002,C00239905,2000,HOBSON FOR CONGRESS
2002,C00244129,2000,JIM RAMSTAD VOLUNTEER COMMITTEE
2002,C00039321,2000,PEPSICO INC. CONCERNED CITIZENS FUND
2002,C00039131,2000,BOISE CASCADE POLITICAL FUND
2002,C00246306,2000,IPAA WILDCATTERS FUND
2002,C00034157,2000,AFLAC INCORPORATED POLITICAL ACTION COMMITTEE AFLACPAC
2002,C00250720,2000,FRIENDS OF SAM JOHNSON
2002,C00250068,2000,"GROCERY MANUFACTURERS OF AMERICA INC POLITICAL ACTION COMMITTEE (""GMA PAC"")"
2002,C00033779,2000,REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE REALPAC FKA NATIONAL REALTY PAC
2002,C00032698,2000,INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE
2002,C00028787,2000,NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC)
2002,C00365411,2000,DOING OUR NATION'S SERVICE PAC (DON'S PAC)
2002,C00024869,2000,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE
2002,C00352963,2000,AMERICAN PROSPERITY POLITICAL ACTION COMMITTEE
2002,C00350744,2000,GOLDMAN SACHS GROUP INC POLITICAL ACTION COMMITTEE
2002,C00285932,2000,TOM DAVIS FOR CONGRESS
2002,C00225623,2000,WALSH FOR CONGRESS COMMITTEE
2002,C00112763,2000,INTERNATIONAL MASS RETAIL ASSOCIATION PAC FKA IMRAPAC
2002,C00104851,2000,UST INC. EXECUTIVES ADMINISTRATORS AND MANAGERS POLITICAL ACTION COMMITTEE
2002,C00255976,2000,LINDER FOR CONGRESS
2002,C00100321,2000,HARRIS CORPORATION-FEDERAL POLITICAL ACTION COMMITTEE
2002,C00342170,2000,UNITED STATES MARINE REPAIR INC POLITICAL ACTION COMMITTEE
2002,C00350462,2000,CONTINUING A MAJORITY PARTY ACTION COMMITTEE (CAMPAC)
2002,C00004101,2000,NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE
2002,C00090357,2000,LEWIS FOR CONGRESS COMMITTEE
2002,C00089458,2000,NATIONAL STONE SAND & GRAVEL ASSOCIATION ROCKPAC
2002,C00345033,2000,UNITED IN FREEDOM
2002,C00084475,2000,MINNESOTA MINING AND MANUFACTURING COMPANY
2002,C00346114,2000,PEOPLE WITH HART INC
2002,C00231407,2000,GOLDEN RULE FINANCIAL CORPORATION - POLITICAL ACTION COMMITTEE
2002,C00250134,2000,COCA-COLA ENTERPRISES INC EMPLOYEE NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT
2000,C00093963,2000,ARCHER DANIELS MIDLAND COMPANY-ADM PAC
2000,C00244129,2000,JIM RAMSTAD VOLUNTEER COMMITTEE
2000,C00330464,2000,BAYOU LEADER POLITICAL ACTION COMMITTEE
2000,C00087874,2000,"CONAGRA, INC. GOOD GOVERNMENT ASSOCIATION"
2000,C00106146,2000,AMERICAN HOSPITAL ASSOCIATION POLITICAL ACTION COMMITTEE (AHAPAC)
2000,C00227546,2000,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE
2000,C00144311,2000,MAY DEPARTMENT STORES COMPANY POLITICAL ACTION COMMITTEE (MAYPAC)
2000,C70002969,1947,NATIONAL FEDERATION OF INDEPENDENT BUSINESS SAVE AMERICA'S FREE ENTERPRISE TRUST
2006,C00009704,1903,CONSERVATIVE VICTORY FUND
2004,C70002969,1793,NATIONAL FEDERATION OF INDEPENDENT BUSINESS SAVE AMERICA'S FREE ENTERPRISE TRUST
2004,C00174060,1750,BELLSOUTH CORPORATION EMPLOYEES' FEDERAL POLITICAL ACTION COMMITTEE
2002,C00194746,1750,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00103937,1631,EAGLE FORUM PAC
2002,C00339473,1560,TAXPAYERS LEAGUE OF MINNESOTA LIBERTY FUND
2006,C00028787,1500,NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC)
2006,C00402768,1500,MOTORCYCLE PAC OF MINNESOTA
2006,C00017558,1500,BIPARTISAN POLITICAL ACTION COMMITTEE/MELLON FINANCIAL CORPORATION (BIPAC/MFC)
2006,C00129833,1500,WASHINGTON MUTUAL POLITICAL ACTION COMMITTEE (WAMUPAC)
2006,C00338442,1500,AMERICAN APPAREL AND FOOTWEAR ASSO FASHION ASSO PAC
2006,C00194084,1500,SAFEWAY INC. POLITICAL ACTION COMMITTEE (SAFEPAC)
2004,C00344127,1500,CERIDIAN CORPORATION POLITICAL ACTION COMMITTEE
2004,C00350462,1500,CONTINUING A MAJORITY PARTY ACTION COMMITTEE (CAMPAC)
2004,C00360008,1500,NATIONAL THOROUGHBRED RACING ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00194746,1500,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION POLITICAL ACTION COMMITTEE
2002,C00201509,1500,FOOD DISTRIBUTORS VOICE IN POLITICS CMTE-THE POLITICAL ACTION CMTE OF FOOD DIST INT'L
2002,C00201871,1500,NATIONAL PORK PRODUCERS COUNCIL PORK PAC
2002,C00199703,1500,SMITHKLINE BEECHAM CORPORATION POLITICAL ACTION COMMITTEE (GLAXOSMITHKLINE PAC)
2002,C00213173,1500,PRESTON GATES ELLIS & ROUVELAS MEEDS LLP PAC
2002,C00237156,1500,QWEST COMMUNICATIONS INTERNATIONAL INC POLITICAL ACTION COMMITTEE (QWEST PAC)
2002,C00257329,1500,"PROCTER & GAMBLE COMPANY GOOD GOVERNMENT COMMITTEE (AKA P&G PAC), THE"
2002,C00043463,1500,MANUFACTURED HOUSING INSTITUTE POLITICAL ACTION COMMITTEE (MHI PAC)
2002,C00142711,1500,"BOEING COMPANY POLITICAL ACTION COMMITTEE, THE"
2002,C00139964,1500,NATIONAL ASSOCIATION OF WHEAT GROWERS POLITICAL ACTION COMMITTEE (WHEATPAC)
2002,C00095109,1500,ALLIANZ LIFE INSURANCE CO/FIREMAN'S FUND INSURANCE CO PAC(ALLIANZ LIFE/FIREMAN'S FUND PAC)
2002,C00004879,1500,BUSPAC-POLITICAL ACTION COMMITTEE OF THE AMERICAN BUS ASSOCIATION
2002,C00103937,1500,EAGLE FORUM PAC
2002,C00114025,1500,NATIONAL READY MIXED CONCRETE ASSOCIATION POLITICAL ACTION COMMITTEE (CONCRETEPAC)
2002,C00076299,1500,CME/PAC CHICAGO MERCANTILE EXCHANGE PAC
2002,C00080515,1500,EMERSON ELECTRIC CO RESPONSIBLE GOVERNMENT FUND
2000,C00340158,1500,FUND FOR A FREE MARKET AMERICA
2000,C00327874,1500,GREEN FOR CONGRESS
2000,C00330068,1500,NEW AMERICAN CENTURY POLITICAL ACTION COMMITTEE
2000,C00339473,1500,TAXPAYERS LEAGUE FEDERAL PAC
2000,C00084475,1500,MINNESOTA MINING & MANUFACTURING COMPANY POLITICAL ACTION COMMITTEE (3M PAC)
2006,C00018945,1250,DORSEY NATIONAL FUND
2004,C00277988,1100,WINTHROP & WEINSTINE P A POLITICAL FUND
2006,C00039214,1000,NATIONAL LUMBER AND BUILDING MATERIAL DEALERS ASSN POLITICAL ACTION COMMITTEE (LUDPAC)
2006,C00035675,1000,BRISTOL-MYERS SQUIBB COMPANY EMPLOYEE POLITICAL ACTION COMMITTEE
2006,C00254268,1000,CROWN CORK & SEAL COMPANY INC. PAC
2006,C00040253,1000,ALLSTATE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
2006,C00389122,1000,RED PAC
2006,C00177972,1000,PILLSBURY WINTHROP SHAW PITTMAN LLP POLITICAL ACTION COMMITTEE
2006,C00132092,1000,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM
2006,C00041376,1000,CONSTELLATION ENERGY GROUP INC. FEDERAL PAC
2006,C00040550,1000,MERRILL LYNCH & CO. INC. POLITICAL ACTION COMMITTEE
2006,C00385740,1000,FROZEN FOOD POLITICAL ACTION COMMITTEE
2006,C00174599,1000,LAMAR CORPORATION POLITICAL ACTION COMMITTEE (LAMARPAC)
2006,C00261339,1000,HOGAN & HARTSON POLITICAL ACTION COMMITTEE
2006,C00046474,1000,FORD MOTOR COMPANY CIVIC ACTION FUND
2006,C00172841,1000,UNITED EGG ASSOCIATION EGGPAC
2006,C00381541,1000,CLARKPAC OF CLARK CONSULTING
2006,C00380303,1000,EMERGENT BIOSOLUTIONS INC EMPLOYEES PAC
2006,C00380196,1000,FRIENDS OF SNOWMOBILING PAC
2006,C00378166,1000,CHECKFREE CORP PAC
2006,C00065987,1000,MEADWESTVACO CORPORATION POLITICAL ACTION COMMITTEE
2006,C00279216,1000,CLEAR CHANNEL COMMUNICATIONS INC POLITICAL ACTION COMMITTEE
2006,C00375220,1000,JO BONNER FOR CONGRESS COMMITTEE
2006,C00033969,1000,NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE (A.K.A. NOVARTIS PAC)
2006,C00394650,1000,SWIFT & COMPANY POLITICAL ACTION COMMITTEE
2006,C00187526,1000,CITY POLITICAL ACTION COMMITTEE (CITYPAC)
2006,C00033456,1000,PHELPS DODGE EMPLOYEES FUND FOR GOOD GOVERNMENT
2006,C00001875,1000,AMERICA'S COMMUNITY BANKERS COMMUNITY CAMPAIGN COMMITTEE
2006,C00231407,1000,GOLDEN RULE FINANCIAL CORPORATION - POLITICAL ACTION COMMITTEE
2006,C00004994,1000,PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE
2006,C00423095,1000,TRUST IN SMALL BUSINESS POLITICAL ACTION COMMITTEE (TISB PAC)
2006,C00416982,1000,MINNESOTA CORN GROWERS ASSOCIATION PAC
2006,C00238311,1000,AIRBORNE FREIGHT CORPORATION POLITICAL ACTION COMMITTEE (ABXPAC)
2006,C00006080,1000,AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE
2006,C00239848,1000,NUCLEAR ENERGY INSTITUTE FEDERAL POLITICAL ACTION COMMITTEE
2006,C00007450,1000,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC)
2006,C00007948,1000,WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE
2006,C00410332,1000,KRINKIE FOR CONGRESS
2006,C00008839,1000,AMERICAN PODIATRIC MEDICAL ASSN. INC.  PODIATRY POLITICAL ACTION COMMITTEE
2006,C00009282,1000,NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND
2006,C00241851,1000,BRINKER INTERNATIONAL INC POLITICAL ACTION COMMITTEE
2006,C00408468,1000,AMERICAN SOYBEAN ASSOCIATION PAC (SOYPAC)
2006,C00242370,1000,MWH AMERICAS INC. EMPLOYEE PAC
2006,C00217885,1000,LEBOEUF LAMB GREENE & MACRAE POLITICAL ACTION COMMITTEE
2006,C00012468,1000,THE COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT
2006,C00210666,1000,AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION PAC
2006,C00400929,1000,AMERISOURCEBERGEN CORPORATION POLITICAL ACTION COMMITTEE (ABC PAC)
2006,C00399949,1000,FISERV HEALTH INC PAC
2006,C00021295,1000,BRACEPAC
2006,C00396671,1000,HARDWOOD FEDERATION PAC INC
2006,C00197095,1000,"NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE, THE"
2006,C00371385,1000,ALEX LEE INC PAC
2006,C00250407,1000,SOUTHERN COMPANY - SOUTHERN NUCLEAR OPERATING COMPANY INC. PAC
2006,C00030676,1000,UNITED STATES STEEL CORPORATION PAC
2006,C00373589,1000,REPUBLICANS FOR ENVIRONMENTAL PROTECTION POLITICAL ACTION COMMITTEE
2006,C00235309,1000,DIRECT VOICE THE POLITICAL ACTION COMMITTEE OF THE DIRECT MARKETING ASSOCIATION
2006,C00101725,1000,GOODRICH CORPORATION POLITICAL ACTION COMMITTEE
2006,C00104687,1000,AO SMITH CORPORATION POLITICAL ACTION COMMITTEE (AOSPAC)
2006,C00301929,1000,KELLEY DRYE COLLIER SHANNON POLITICAL ACTION COMMITTEE
2006,C00112896,1000,CONOCOPHILLIPS SPIRIT PAC
2006,C00303339,1000,NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS INC. POLITICAL ACTION COMMITTEE
2006,C00305029,1000,ST JUDE MEDICAL INC POLITICAL ACTION COMMITTEE
2006,C00348524,1000,FOUNDATION COAL CORPORATION POLITICAL ACTION COMMITTEE
2006,C00144170,1000,LOUISIANA FOR AMERICAN SECURITY POLITICAL ACTION COMMITTEE
2006,C00137828,1000,APL LIMITED PAC
2006,C00143867,1000,EQUIFAX POLITICAL ACTION COMMITTEE
2006,C00330696,1000,ASSOCIATED MILK PRODUCERS INC. POLITICAL ACTION COMMITTEE
2006,C00142489,1000,ALLETE PAC (ALLETE POLITICAL ACTION COMMITTEE)
2006,C00103903,1000,PROFESSIONALS POLITICAL ACTION COMMITTEE HDR INC.
2006,C00142307,1000,WATKINS ASSOCIATED INDUSTRIES INC EMPLOYEES FOR GOOD GOVERNMENT COMMITTEE (WATKINS-PAC)
2006,C00104109,1000,MITTAL STEEL USA GOOD GOVERNMENT COMMITTEE
2006,C00104851,1000,UST INC. EXECUTIVES ADMINISTRATORS AND MANAGERS POLITICAL ACTION COMMITTEE
2006,C00155713,1000,BAYPAC
2006,C00105338,1000,FOLEY & LARDNER POLITICAL FUND INC.
2006,C00313650,1000,AMERICA WEST AIRLINES INC FEDERAL PAC
2006,C00342378,1000,LEADERSHIP FOR AMERICA'S FUTURE PAC (LEAD PAC)
2006,C00108209,1000,DOMINION POLITICAL ACTION COMMITTEE
2006,C00341271,1000,DAY & ZIMMERMANN INC FEDERAL PAC (AKA 'DAYPAC - FEDERAL')
2006,C00340190,1000,"BOB BARR LEADERSHIP FUND, THE"
2006,C00337626,1000,MORGAN STANLEY POLITICAL ACTION COMMITTEE
2006,C00319319,1000,PHYSICIAN INSURERS ASSOCIATION OF AMERICA PAC (PHYSICIAN INSURERS PAC)
2006,C00320176,1000,WESTERN ACTION PAC
2006,C00110262,1000,BRUNSWICK CORPORATION GOOD GOVERNMENT FUND
2006,C00110478,1000,PEABODY ENERGY CORPORATION POLITICAL ACTION COMMITTEE   (PEABODY PAC)
2006,C00334581,1000,JOY GLOBAL INC POLITICAL ACTION COMMITTEE (JOY GLOBAL PAC)
2006,C00111880,1000,CEMEX INC. EMPLOYEES POLITICAL ACTION COMMITTEE
2006,C00096842,1000,"AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT, THE"
2006,C00350702,1000,ENGINEERED SUPPORT SYSTEMS INC. POLITICAL ACTION COMMITTEE
2006,C00163253,1000,MDU RESOURCES GROUP GOOD GOVERNMENT FUND
2006,C00118943,1000,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
2006,C00370783,1000,GINGREY FOR CONGRESS
2006,C00368696,1000,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC)
2006,C00171843,1000,LIBERTY MUTUAL INSURANCE COMPANY-PAC
2006,C00075473,1000,CMS ENERGY CORPORATION EMPLOYEES FOR BETTER GOVERNMENT- FEDERAL
2006,C00325936,1000,SOCIETY OF THORACIC SURGEONS POLITICAL ACTION COMMITTEE
2006,C00075994,1000,ASHLAND INC. POLITICAL ACTION COMMITTEE FOR EMPLOYEES (PACE)
2006,C00135681,1000,FARMERS GROUP INC. POLITICAL ACTION COMMITTEE
